age,year,seasonality,Annual_EIR,pmc_mode,pmc_coverage,rtss_coverage,cm_coverage,pmc_rtss_cov,name,mean_val,median_val,low_val,up_val,min_val,max_val,pmc_mode_fct,yint,yint_min
210,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.61812169893692,0.620438566737965,0.583193020300091,0.646165972471548,0.57798833819242,0.662065157371618,PMC-6,1.5,0
210,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.663908691495833,0.693979933110368,0.310511363636364,0.889444444444444,-0.090909090909091,0.956521739130435,PMC-6,1.5,0
210,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,9.41777777777778,9.53333333333333,3.46666666666667,15.7733333333333,1.73333333333333,24.2666666666667,PMC-6,1.5,0
210,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1033.24,1027,884.953333333333,1175.80666666667,835.466666666667,1232.4,PMC-7,110,0
210,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.613682419258929,0.61358425461397,0.587058502497203,0.647647691818258,0.570911285455643,0.659363957597173,PMC-7,1.5,0
210,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.686203266058984,0.704968944099379,0.362121212121212,0.897222222222222,0.25,1,PMC-7,1.5,0
210,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,8.72444444444444,8.66666666666667,3.38,15.6,0,17.3333333333333,PMC-7,1.5,0
217,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,2709.72,2692.73333333333,2357.16,2979.86,2260.26666666667,2988.26666666667,"RTS,S",110,0
217,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
217,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
217,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,31.72,31.2,20.6266666666667,41.6866666666667,15.6,48.5333333333333,"RTS,S",1.5,0
217,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,2740.05333333333,2753.4,2406.99333333333,3086.2,2308.8,3158.13333333333,PMC-3,110,0
217,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.0113457393790753,-0.00478549337952605,-0.0831275902429702,0.0450729039347135,-0.0961420698101654,0.0625420309347681,PMC-3,1.5,0
217,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0516870989167227,0.0217391304347826,-0.778888888888889,0.464600840336134,-1.08333333333333,0.636363636363636,PMC-3,1.5,0
217,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,31.3733333333333,31.2,20.6266666666667,43.5066666666667,13.8666666666667,53.7333333333333,PMC-3,1.5,0
217,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,2744.15555555556,2747.33333333333,2411.84666666667,3078.74666666667,2229.06666666667,3113.06666666667,"PMC-3+RTS,S",110,0
217,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.0129025469561764,-0.00753192366055333,-0.0860607734520259,0.0413605447602639,-0.107361963190184,0.0561941251596424,"PMC-3+RTS,S",1.5,0
217,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,-0.0538576570008963,0,-0.669047619047619,0.411850649350649,-0.8,0.588235294117647,"PMC-3+RTS,S",1.5,0
217,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,32.0088888888889,31.2,22.36,43.42,12.1333333333333,57.2,"PMC-3+RTS,S",1.5,0
217,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2730.08666666667,2761.2,2403.61333333333,2980.64,2359.06666666667,3055.86666666667,PMC-4,110,0
217,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00827748072100197,-0.00857939329577984,-0.0594067302964879,0.0391999692764525,-0.0748959778085991,0.0748694138131166,PMC-4,1.5,0
217,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0731982454082164,0.0217391304347826,-0.700714285714286,0.420833333333333,-1.44444444444444,0.583333333333333,PMC-4,1.5,0
217,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,31.98,31.2,19.0666666666667,45.0666666666667,17.3333333333333,50.2666666666667,PMC-4,1.5,0
217,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2730.86666666667,2749.93333333333,2388.1,3049.02,2320.93333333333,3142.53333333333,PMC-5,110,0
217,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00849841493882894,-0.00496158911325728,-0.0824215143391434,0.0479220296784801,-0.0966904607397792,0.0664473684210528,PMC-5,1.5,0
217,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0824540065627527,-0.0199999999999999,-0.755833333333333,0.411363636363636,-0.928571428571429,0.727272727272727,PMC-5,1.5,0
217,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,32.5577777777778,32.9333333333333,20.7133333333333,46.8,10.4,48.5333333333333,PMC-5,1.5,0
217,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1169.22,1196,1019.2,1317.59333333333,984.533333333333,1388.4,PMC-6,110,0
217,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.568448416862372,0.5677364328468,0.530917288993716,0.601478301912751,0.509491733006736,0.627540983606557,PMC-6,1.5,0
217,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.699812943645896,0.717142857142857,0.399047619047619,0.910064935064935,0.294117647058824,0.954545454545455,PMC-6,1.5,0
217,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,9.24444444444445,7.8,3.38,17.42,1.73333333333333,22.5333333333333,PMC-6,1.5,0
217,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1166.99555555556,1165.66666666667,1010.44666666667,1326.34666666667,934.266666666667,1383.2,PMC-7,110,0
217,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.569065073080605,0.569544331323515,0.533731991194783,0.612139601302336,0.508317929759704,0.620386643233744,PMC-7,1.5,0
217,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.704022910827326,0.724747474747475,0.397647058823529,0.9475,0.266666666666667,1,PMC-7,1.5,0
217,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,9.01333333333333,8.66666666666667,1.73333333333333,15.7733333333333,0,20.8,PMC-7,1.5,0
224,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,2739.47555555556,2740.4,2356.12,3045.72666666667,2244.66666666667,3142.53333333333,"RTS,S",110,0
224,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
224,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
224,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,33.28,32.9333333333333,19.0666666666667,46.8,19.0666666666667,57.2,"RTS,S",1.5,0
224,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,2765.53333333333,2787.2,2382.46666666667,3054.91333333333,2303.6,3102.66666666667,PMC-3,110,0
224,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.010599013992733,-0.0134404833863961,-0.0726759930184587,0.0508936639552005,-0.127965492451474,0.0779305828421743,PMC-3,1.5,0
224,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0872425083078547,0,-0.729144385026738,0.395981554677207,-1.27272727272727,0.608695652173913,PMC-3,1.5,0
224,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,33.9155555555556,32.9333333333333,22.36,48.5333333333333,15.6,52,PMC-3,1.5,0
224,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,2751.17555555556,2729.13333333333,2382.46666666667,3027.26666666667,2331.33333333333,3052.4,"PMC-3+RTS,S",110,0
224,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.0051565044989532,-0.00555586353025239,-0.0644339773002503,0.0415832844878114,-0.0803237858032377,0.0667976424361494,"PMC-3+RTS,S",1.5,0
224,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,-0.0707174377187501,0,-0.616433566433567,0.298148148148148,-0.909090909090909,0.391304347826087,"PMC-3+RTS,S",1.5,0
224,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,34.32,32.9333333333333,22.5333333333333,46.8866666666667,19.0666666666667,57.2,"PMC-3+RTS,S",1.5,0
224,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2762.15333333333,2769.86666666667,2415.05333333333,3081.95333333333,2277.6,3166.8,PMC-4,110,0
224,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00872760472988277,-0.00651744732647763,-0.0657743300022711,0.0437180577549241,-0.0747198007471981,0.0558343789209537,PMC-4,1.5,0
224,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0692229803365779,0,-0.654545454545455,0.368518518518519,-1.09090909090909,0.555555555555556,PMC-4,1.5,0
224,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,33.9733333333333,32.9333333333333,20.8,50.3533333333333,13.8666666666667,55.4666666666667,PMC-4,1.5,0
224,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2747.13111111111,2743.86666666667,2320.76,3059.50666666667,2248.13333333333,3106.13333333333,PMC-5,110,0
224,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00303890923053686,0.0018283686548079,-0.0798373437625771,0.0480442250270846,-0.103963612735543,0.0753968253968256,PMC-5,1.5,0
224,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0202190715286634,0.0595238095238097,-0.694034090909091,0.412915601023018,-1.09090909090909,0.722222222222222,PMC-5,1.5,0
224,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,32.5288888888889,32.9333333333333,18.98,46.9733333333333,8.66666666666667,55.4666666666667,PMC-5,1.5,0
224,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1865.81777777778,1872.86666666667,1578.63333333333,2098.46,1447.33333333333,2152.8,PMC-6,110,0
224,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.318875080135228,0.324673448688054,0.264436901132352,0.352699109281822,0.246575342465753,0.371234939759036,PMC-6,1.5,0
224,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.64932046112887,0.666666666666667,0.374431818181818,0.870086956521739,0.25,0.884615384615385,PMC-6,1.5,0
224,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,10.9777777777778,10.4,5.2,17.42,3.46666666666667,24.2666666666667,PMC-6,1.5,0
224,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1862.64,1872,1562.94666666667,2092.39333333333,1544.4,2154.53333333333,PMC-7,110,0
224,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.320157189923669,0.315731029182396,0.284478366320693,0.360527834717877,0.257910447761194,0.383552176917761,PMC-7,1.5,0
224,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.629982184283588,0.651086956521739,0.315625,0.825686274509804,-0.090909090909091,0.888888888888889,PMC-7,1.5,0
224,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,11.5555555555556,10.4,6.93333333333333,19.0666666666667,5.2,22.5333333333333,PMC-7,1.5,0
231,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,2745.68666666667,2726.53333333333,2403.44,3076.92666666667,2320.93333333333,3142.53333333333,"RTS,S",110,0
231,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
231,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
231,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,31.5755555555556,31.2,19.0666666666667,45.1533333333333,12.1333333333333,55.4666666666667,"RTS,S",1.5,0
231,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,2782,2769.86666666667,2493.66,3076.14666666667,2345.2,3189.33333333333,PMC-3,110,0
231,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.0141504102426213,-0.0101072308361108,-0.0706749933563647,0.0345917547232972,-0.0903405142460043,0.0612244897959184,PMC-3,1.5,0
231,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.230917546423292,-0.1225,-0.742820512820512,0.240252976190476,-2.42857142857143,0.592592592592593,PMC-3,1.5,0
231,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,36.3711111111111,35.5333333333333,25.9133333333333,48.7066666666667,19.0666666666667,60.6666666666667,PMC-3,1.5,0
231,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,2769.17333333333,2796.73333333333,2413.23333333333,3053.7,2314,3220.53333333333,"PMC-3+RTS,S",110,0
231,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.00946818288897702,-0.0128955221392371,-0.066169387620853,0.040800144448641,-0.0707547169811318,0.0911989795918368,"PMC-3+RTS,S",1.5,0
231,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,-0.168278093577896,-0.090909090909091,-0.7625,0.389814814814815,-1.57142857142857,0.619047619047619,"PMC-3+RTS,S",1.5,0
231,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,34.8977777777778,33.8,19.0666666666667,48.5333333333333,13.8666666666667,57.2,"PMC-3+RTS,S",1.5,0
231,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2768.16222222222,2767.26666666667,2484.38666666667,3059.59333333333,2355.6,3107.86666666667,PMC-4,110,0
231,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00921889227873845,-0.00298937690527712,-0.0749942322933895,0.0408935955988026,-0.0869272237196766,0.0520078999341672,PMC-4,1.5,0
231,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.115501705964717,-0.0926315789473684,-0.501315789473684,0.298872785829307,-1.5,0.428571428571428,PMC-4,1.5,0
231,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,33.7422222222222,32.9333333333333,20.8,48.5333333333333,19.0666666666667,52,PMC-4,1.5,0
231,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2781.48,2784.6,2452.32,3081.52,2307.06666666667,3135.6,PMC-5,110,0
231,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.0137220527326274,-0.0153169763916832,-0.0689192161603444,0.0418911300001847,-0.0977088948787062,0.0739795918367349,PMC-5,1.5,0
231,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.162575631441088,-0.125490196078431,-0.796428571428571,0.346127717391304,-1.75,0.461538461538462,PMC-5,1.5,0
231,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,34.6666666666667,34.6666666666667,24.2666666666667,46.8,15.6,50.2666666666667,PMC-5,1.5,0
231,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2338.38222222222,2328.73333333333,2007.02666666667,2600.52,1986.4,2723.06666666667,PMC-6,110,0
231,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.147962704187426,0.153304926840217,0.0886995934676513,0.186085737727335,0.0714285714285713,0.211042944785276,PMC-6,1.5,0
231,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.4903600315773,0.545454545454545,0.161111111111111,0.741062801932367,-0.625,0.857142857142857,PMC-6,1.5,0
231,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,15.1666666666667,13.8666666666667,6.93333333333333,22.5333333333333,5.2,29.4666666666667,PMC-6,1.5,0
231,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2350.66,2322.66666666667,2053.39333333333,2643.42,2008.93333333333,2705.73333333333,PMC-7,110,0
231,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.143380588831706,0.140317548276734,0.100524324208328,0.189672798867748,0.0640161725067386,0.218112244897959,PMC-7,1.5,0
231,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.501318829870937,0.548611111111111,0.134090909090909,0.772979797979798,-0.375,0.8,PMC-7,1.5,0
231,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,14.9644444444444,15.6,6.93333333333333,24.3533333333333,5.2,32.9333333333333,PMC-7,1.5,0
238,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,2792.19777777778,2770.73333333333,2457.08666666667,3119.30666666667,2395.46666666667,3286.4,"RTS,S",110,0
238,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
238,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
238,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,33.5111111111111,32.9333333333333,20.7133333333333,46.8866666666667,15.6,52,"RTS,S",1.5,0
238,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,2805.45777777778,2775.06666666667,2514.80666666667,3109.25333333333,2504.66666666667,3293.33333333333,PMC-3,110,0
238,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00607580511508077,-9.08548254007768e-05,-0.0814775612364572,0.0519797986154325,-0.115462525320729,0.0817510548523206,PMC-3,1.5,0
238,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0760064576195953,0,-0.696153846153846,0.430357142857143,-1.27272727272727,0.473684210526316,PMC-3,1.5,0
238,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,34.32,34.6666666666667,20.7133333333333,45.3266666666667,15.6,57.2,PMC-3,1.5,0
238,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,2819.06444444445,2821.86666666667,2485.16666666667,3157.61333333333,2468.26666666667,3244.8,"PMC-3+RTS,S",110,0
238,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.010632500577389,-0.00698546872865213,-0.0794643621117483,0.0391512159520439,-0.131667792032411,0.0831367924528301,"PMC-3+RTS,S",1.5,0
238,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,-0.15734700454361,-0.0480549199084667,-0.926923076923077,0.381904761904762,-1,0.428571428571429,"PMC-3+RTS,S",1.5,0
238,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,36.5733333333333,36.4,22.4466666666667,55.4666666666667,19.0666666666667,62.4,"PMC-3+RTS,S",1.5,0
238,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2804.64888888889,2782,2453.01333333333,3094.43333333333,2423.2,3172,PMC-4,110,0
238,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.0052177237511554,-0.00159641415120781,-0.0822773476336529,0.0440409212500037,-0.10056214865709,0.0966306420851876,PMC-4,1.5,0
238,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.172456787427353,-0.0990338164251207,-1,0.337121212121212,-1.63636363636364,0.652173913043478,PMC-4,1.5,0
238,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,37.3822222222222,38.1333333333333,20.7133333333333,52,13.8666666666667,60.6666666666667,PMC-4,1.5,0
238,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2800.43111111111,2815.8,2466.1,3154.75333333333,2372.93333333333,3229.2,PMC-5,110,0
238,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.0038395809818525,-0.00255929549456668,-0.0799026262482677,0.0613373662181602,-0.102749638205499,0.0869837296620776,PMC-5,1.5,0
238,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.0921550555494951,0,-0.716421568627451,0.391739130434783,-1.88888888888889,0.454545454545455,PMC-5,1.5,0
238,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,34.3777777777778,34.6666666666667,22.5333333333333,50.2666666666667,19.0666666666667,57.2,PMC-5,1.5,0
238,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2591.88222222222,2580.93333333333,2303.34,2895.70666666667,2255.06666666667,2946.66666666667,PMC-6,110,0
238,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.0706992912852587,0.0724964078302052,-0.00275869912317475,0.122156401152619,-0.013741411617739,0.139507620164127,PMC-6,1.5,0
238,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.393678730295727,0.428571428571428,0.0656060606060606,0.654487179487179,-0.222222222222222,0.818181818181818,PMC-6,1.5,0
238,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,19.2977777777778,19.0666666666667,12.1333333333333,27.82,6.93333333333333,36.4,PMC-6,1.5,0
238,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2595.23333333333,2634.66666666667,2262.86666666667,2897.7,2140.66666666667,2967.46666666667,PMC-7,110,0
238,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.0698811758660625,0.0736799700648259,0.00448411508950617,0.129839699065159,-0.0139257294429707,0.141538461538462,PMC-7,1.5,0
238,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.378012686114175,0.386128364389234,0.0527777777777778,0.667543859649123,-0.230769230769231,0.714285714285714,PMC-7,1.5,0
238,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,20.02,19.0666666666667,10.4,29.4666666666667,8.66666666666667,31.2,PMC-7,1.5,0
245,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,2804.47555555556,2838.33333333333,2510.04,3074.06666666667,2407.6,3104.4,"RTS,S",110,0
245,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
245,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
245,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,34.4066666666667,34.6666666666667,22.5333333333333,48.5333333333333,10.4,50.2666666666667,"RTS,S",1.5,0
245,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,2831.42888888889,2838.33333333333,2515.41333333333,3141.75333333333,2364.26666666667,3232.66666666667,PMC-3,110,0
245,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00964882945769002,-0.00335570469798652,-0.0605127035693742,0.0353047582538694,-0.111111111111111,0.0551643192488265,PMC-3,1.5,0
245,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.122782628135358,-0.0588235294117647,-0.623901098901099,0.336111111111111,-3,0.517241379310345,PMC-3,1.5,0
245,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,35.9088888888889,35.5333333333333,25.9133333333333,47.06,19.0666666666667,53.7333333333333,PMC-3,1.5,0
245,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,2837.61111111111,2871.26666666667,2477.71333333333,3119.91333333333,2416.26666666667,3170.26666666667,"PMC-3+RTS,S",110,0
245,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.0121136880403822,-0.0088822549893528,-0.0581060116194799,0.0432997788454207,-0.133605998636673,0.0597949886104784,"PMC-3+RTS,S",1.5,0
245,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,-0.129393863340438,-0.0606617647058824,-0.669047619047619,0.354044117647059,-2.33333333333333,0.461538461538462,"PMC-3+RTS,S",1.5,0
245,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,36.6022222222222,34.6666666666667,24.18,57.2866666666667,19.0666666666667,60.6666666666667,"PMC-3+RTS,S",1.5,0
245,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2822.35777777778,2833.13333333333,2514.2,3093.22,2423.2,3232.66666666667,PMC-4,110,0
245,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00678287417145955,-0.00762181127285644,-0.0482209198542684,0.0481015335646347,-0.0892978868438992,0.0604460093896715,PMC-4,1.5,0
245,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.116613926866691,-0.0185185185185185,-0.5,0.335897435897436,-3.66666666666667,0.535714285714286,PMC-4,1.5,0
245,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,35.7355555555556,32.9333333333333,25.8266666666667,48.5333333333333,22.5333333333333,50.2666666666667,PMC-4,1.5,0
245,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2813.05555555556,2843.53333333333,2471.21333333333,3140.97333333333,2360.8,3187.6,PMC-5,110,0
245,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00296522026167657,-0.00360927786460985,-0.0651987537563764,0.0616165752513919,-0.0710955710955712,0.080232558139535,PMC-5,1.5,0
245,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,-0.156362164347222,-0.05,-0.938025210084034,0.346346153846154,-3.66666666666667,0.538461538461538,PMC-5,1.5,0
245,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,36.6888888888889,34.6666666666667,22.4466666666667,48.5333333333333,20.8,62.4,PMC-5,1.5,0
245,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2738.69555555556,2740.4,2414.36,3081.08666666667,2270.66666666667,3139.06666666667,PMC-6,110,0
245,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.02375526670816,0.0208409092454732,-0.0207077126131961,0.0864790972416871,-0.0770279481935923,0.10089224433768,PMC-6,1.5,0
245,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,0.306469655426626,0.310096153846154,-0.165384615384615,0.650833333333333,-0.5,0.758620689655172,PMC-6,1.5,0
